day,gurkor,guitars,slingshots,stocks,sugar,water,tranquillity
2,6.169815688282065,2.815367710065055,2.1265364464486045,10.662704277543614,3.338254497449678,3.8977840565142987,7.76691398375017
3,6.160723855586522,2.8138949643080573,2.127739577866284,10.726619046961737,3.329913612910073,3.8966940815418,7.812212900072524
4,6.155412205778749,2.8068856686045387,2.118895933478791,10.737988846707143,3.3089414034346074,3.898328895144174,7.795780230824736
5,6.141726186560347,2.8109464567000164,2.1205074432158164,10.743113840416747,3.3156713145595966,3.9001443079564404,7.810845230648785
6,6.150854606443431,2.82491619737364,2.1245292547042856,10.724025570569719,3.3156713145595966,3.9025027003109645,7.797151343239072
7,6.1538934945121575,2.821982683052246,2.119298960559933,10.786055888957087,3.293733540162881,3.901777238890841,7.7944088042205495
8,6.1538934945121575,2.835517076436596,2.119298960559933,10.885663631883748,3.3165113030052185,3.901777238890841,7.75588048315321
9,6.156930429112702,2.8256489562046374,2.0908420341347536,10.84342814448264,3.3064130849670925,3.9072139239316326,7.7544998574777235
10,6.167544366682432,2.8197799378529083,2.0793168724367903,10.860040493955092,3.3064130849670925,3.9090239640537563,7.75864077454093
11,6.19020876651728,2.835152388080052,2.083030448978929,10.914051729436292,3.3064130849670925,3.9111945721488266,7.773799566324694
12,6.191715885818307,2.835517076436596,2.088790042528752,10.81200748600321,3.313149684505175,3.9191400771736076,7.782051793278769
13,6.203755678233527,2.8340579562082864,2.0789037193178013,10.730431070158453,3.293733540162881,3.9243654358935194,7.7696691706165835
14,6.229987172066868,2.8216157143957186,2.078077092060417,10.700073391006768,3.2945808213710883,3.925265444193976,7.7544998574777235
15,6.215765111194976,2.815735739737027,2.092071970963401,10.666033128231943,3.2945808213710883,3.92166379644657,7.748974150101172
16,6.209764176405763,2.8223495895594857,2.0924817406615235,10.642966776936726,3.3005038598888765,3.9238253018350755,7.744826498888701
17,6.212765587576485,2.835517076436596,2.096164974305541,10.580460089857551,3.2996585593327716,3.933173954845492,7.728206884378297
18,6.230941315521458,2.843888105851511,2.0973908471186213,10.558532762406783,3.29542781884251,3.942851633789972,7.721268286905839
19,6.227916824857156,2.849330225907481,2.105539594161059,10.541263224060438,3.3005038598888765,3.9394500554307,7.662660441245196
20,6.241512004850918,2.8409800872260718,2.1118267304202685,10.497411162530554,3.293733540162881,3.9448192226663044,7.654240126967477
21,6.249048243004912,2.8362462699186475,2.1079762220517555,10.540752332012199,3.286945044301724,3.9460706593816672,7.661257892614323
22,6.235474469256599,2.83770392475056,2.1095986045698005,10.454584465739835,3.296241392780167,3.9540766118754362,7.6514306727446115
23,6.239248820795763,2.846066580528557,2.1225195897775566,10.448510376609828,3.3463585902226964,3.95354353858645,7.634545653369525
24,6.227160403190201,2.8529507969807626,2.12292172102254,10.431060069415286,3.378417273270377,3.95034313077974,7.644401151718833
25,6.219589594073592,2.854758840129109,2.126937588756089,10.53103514800411,3.380050643091205,3.957628044089729,7.611956339844851
26,6.218831852759712,2.8518652542934624,2.127739577866284,10.43761120591369,3.3849445947403822,3.952299336670921,7.614784778669634
27,6.194520330741631,2.8300403211055656,2.119298960559933,10.428675973990297,3.395516661368471,3.9444669282065443,7.634545653369525
28,6.185371397885814,2.849330225907481,2.1274783908466546,10.386570131427787,3.3995714439667406,3.9469612544110704,7.614784778669634
29,6.204411853373277,2.842071048422038,2.1224958188098118,10.209160821163477,3.3857593576736567,3.944823386306808,7.600628869523976
30,6.21200676179965,2.835248994604475,2.1174979641467684,10.186759859351202,3.4068542202171406,3.9398291491143,7.604879246487645
31,6.225647200688497,2.8374056357900654,2.120098763831987,10.087048880700152,3.4421706566042514,3.9378648695161074,7.613370730350436
32,6.2211047160603705,2.82876621377246,2.114090627052303,10.071494038546442,3.4381812036175563,3.936792906134104,7.621849895477188
33,6.2211047160603705,2.8022742503392437,2.1090668029866486,9.986462599717175,3.4517208552696936,3.9316063812422493,7.675268361050006
34,6.230941315521457,2.803004406802818,2.106448243500617,9.956914103581905,3.4309849530497014,3.928382671245349,7.63313637172532
35,6.224133518946598,2.8099285735934925,2.102007149927226,9.950215211029416,3.4301841554304,3.929815856514047,7.627495852862485
36,6.221630765597266,2.8149154744544997,2.1001868921317453,9.949887196105994,3.435123654355781,3.9304151918704435,7.622790136556195
37,6.223427865136213,2.817954745180017,2.1009806701066585,9.9559294287735,3.445828263303061,3.930180295717664,7.619017497300092
38,6.229528544339016,2.8190400632840373,2.1043914487160635,9.968353516936006,3.462351838266749,3.9291113176187302,7.616176552243691
39,6.237143466643893,2.832381156947857,2.105393249490254,10.061873226270398,3.452922408271799,3.9269722241426934,7.584834596887113
