day,original,filled,is_missing,is_interpolated,method_used,predictors_selected,uncertainty_95_log_half_width,lower_95,upper_95
2,2.1265364464486045,2.1265364464486045,False,False,,guitars,,,
3,2.127739577866284,2.127739577866284,False,False,,guitars,,,
4,2.118895933478791,2.118895933478791,False,False,,guitars,,,
5,2.1205074432158164,2.1205074432158164,False,False,,guitars,,,
6,2.1245292547042856,2.1245292547042856,False,False,,guitars,,,
7,2.119298960559933,2.119298960559933,False,False,,guitars,,,
8,2.119298960559933,2.119298960559933,False,False,,guitars,,,
9,2.0908420341347536,2.0908420341347536,False,False,,guitars,,,
10,2.0793168724367903,2.0793168724367903,False,False,,guitars,,,
11,2.083030448978929,2.083030448978929,False,False,,guitars,,,
12,2.088790042528752,2.088790042528752,False,False,,guitars,,,
13,2.0789037193178013,2.0789037193178013,False,False,,guitars,,,
14,2.078077092060417,2.078077092060417,False,False,,guitars,,,
15,2.092071970963401,2.092071970963401,False,False,,guitars,,,
16,2.0924817406615235,2.0924817406615235,False,False,,guitars,,,
17,2.096164974305541,2.096164974305541,False,False,,guitars,,,
18,2.0973908471186213,2.0973908471186213,False,False,,guitars,,,
19,2.105539594161059,2.105539594161059,False,False,,guitars,,,
20,2.1118267304202685,2.1118267304202685,False,False,,guitars,,,
21,2.1079762220517555,2.1079762220517555,False,False,,guitars,,,
22,2.1095986045698005,2.1095986045698005,False,False,,guitars,,,
23,2.1225195897775566,2.1225195897775566,False,False,,guitars,,,
24,2.12292172102254,2.12292172102254,False,False,,guitars,,,
25,2.126937588756089,2.126937588756089,False,False,,guitars,,,
26,2.127739577866284,2.127739577866284,False,False,,guitars,,,
27,2.119298960559933,2.119298960559933,False,False,,guitars,,,
28,2.1274783908466546,2.1274783908466546,False,False,,guitars,,,
29,2.1224958188098118,2.1224958188098118,False,False,,guitars,,,
30,2.1174979641467684,2.1174979641467684,False,False,,guitars,,,
31,2.120098763831987,2.120098763831987,False,False,,guitars,,,
32,2.114090627052303,2.114090627052303,False,False,,guitars,,,
33,2.1090668029866486,2.1090668029866486,False,False,,guitars,,,
34,2.106448243500617,2.106448243500617,False,False,,guitars,,,
35,2.102007149927226,2.102007149927226,False,False,,guitars,,,
36,2.1001868921317453,2.1001868921317453,False,False,,guitars,,,
37,2.1009806701066585,2.1009806701066585,False,False,,guitars,,,
38,2.1043914487160635,2.1043914487160635,False,False,,guitars,,,
39,2.105393249490254,2.105393249490254,False,False,,guitars,,,
40,2.1119896211615066,2.1119896211615066,False,False,,guitars,,,
41,2.105393249490254,2.105393249490254,False,False,,guitars,,,
42,2.088277364649421,2.088277364649421,False,False,,guitars,,,
43,2.088277364649421,2.088277364649421,False,False,,guitars,,,
44,2.0828021609072134,2.0828021609072134,False,False,,guitars,,,
45,2.085846251906576,2.085846251906576,False,False,,guitars,,,
46,2.081379599918214,2.081379599918214,False,False,,guitars,,,
47,2.081379599918214,2.081379599918214,False,False,,guitars,,,
48,2.0907047963533016,2.0907047963533016,False,False,,guitars,,,
